Symbol,Company Name,Sector,Industry,Country,Region,Zip Code
BMBL,Bumble Inc.,Technology,Softwareâ€”Application,United States,TX,78756
BLIN,"Bridgeline Digital, Inc.",Technology,Softwareâ€”Infrastructure,United States,MA,1801
BMEA,"Biomea Fusion, Inc.",Healthcare,Biotechnology,United States,CA,94063
BLTE,"Belite Bio, Inc",Healthcare,Biotechnology,United States,CA,92130
BMRA,"Biomerica, Inc.",Healthcare,Medical Devices,United States,CA,92614
BLUE,"bluebird bio, Inc.",Healthcare,Biotechnology,United States,MA,2145
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,United States,CA,94901
BNAI,"Brand Engagement Network, Inc.",Technology,Softwareâ€”Infrastructure,United States,WY,83001
BMRC,Bank of Marin Bancorp,Financial Services,Banksâ€”Regional,United States,CA,94947
BNAIW,"Brand Engagement Network, Inc.",Technology,Softwareâ€”Infrastructure,United States,WY,83001
BNGO,"Bionano Genomics, Inc.",Healthcare,Medical Instruments & Supplies,United States,CA,92121
BNIX,Bannix Acquisition Corp.,Financial Services,Shell Companies,United States,DE,19801
BNOX,Bionomics Limited,Healthcare,Biotechnology,Australia,SA,5063
BNZIW,"Banzai International, Inc.",Technology,Softwareâ€”Application,United States,WA,98110
BNIXW,Bannix Acquisition Corp.,Financial Services,Shell Companies,United States,DE,19801
BNTC,Benitec Biopharma Inc.,Healthcare,Biotechnology,United States,CA,94545
BOCN,Blue Ocean Acquisition Corp.,Financial Services,Shell Companies,United States,MD,20815
BOCNW,Blue Ocean Acquisition Corp.,Financial Services,Shell Companies,United States,MD,20815
BNZI,"Banzai International, Inc.",Technology,Softwareâ€”Application,United States,WA,98110
BOCNU,Blue Ocean Acquisition Corp.,Financial Services,Shell Companies,United States,MD,20815
BOF,BranchOut Food Inc.,Consumer Defensive,Packaged Foods,United States,OR,97702
BOLD,"Boundless Bio, Inc.",Healthcare,Biotechnology,United States,CA,92121
BOKF,BOK Financial Corporation,Financial Services,Banksâ€”Regional,United States,OK,74172
BOOM,DMC Global Inc.,Industrials,Conglomerates,United States,CO,80021
BOLT,"Bolt Biotherapeutics, Inc.",Healthcare,Biotechnology,United States,CA,94063
BPMC,Blueprint Medicines Corporation,Healthcare,Biotechnology,United States,MA,2139
BPOP,"Popular, Inc.",Financial Services,Banksâ€”Regional,United States,PR,918
BOWN,Bowen Acquisition Corp,Financial Services,Shell Companies,United States,NY,10170
BOWNU,Bowen Acquisition Corp,Financial Services,Shell Companies,United States,NY,10170
BOXL,Boxlight Corporation,Technology,Communication Equipment,United States,GA,30097
BPTH,"Bio-Path Holdings, Inc.",Healthcare,Biotechnology,United States,TX,77401
BPRN,"Princeton Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,NJ,8540
BOTJ,"Bank of the James Financial Group, Inc.",Financial Services,Banksâ€”Regional,United States,VA,24504
BRACU,Broad Capital Acquisition Corp.,Financial Services,Shell Companies,United States,TX,75254
BRAG,Bragg Gaming Group Inc.,Consumer Cyclical,Gambling,Canada,ON,M5X 1K6
BRAC,Broad Capital Acquisition Corp.,Financial Services,Shell Companies,United States,TX,75254
BRLS,Borealis Foods Inc.,Consumer Defensive,Packaged Foods,Canada,ON,L6J 7W5
BRFH,"Barfresh Food Group, Inc.",Consumer Defensive,Beveragesâ€”Non-Alcoholic,United States,CA,90010
BRID,Bridgford Foods Corporation,Consumer Defensive,Packaged Foods,United States,TX,75226
BRKHU,BurTech Acquisition Corp.,Financial Services,Shell Companies,United States,DC,20004
BRKL,"Brookline Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,MA,2116
BRKHW,BurTech Acquisition Corp.,Financial Services,Shell Companies,United States,DC,20004
BRKR,Bruker Corporation,Healthcare,Medical Devices,United States,MA,1821
BRLSW,Borealis Foods Inc.,Consumer Defensive,Packaged Foods,Canada,ON,L6J 7W5
BRKH,BurTech Acquisition Corp.,Financial Services,Shell Companies,United States,DC,20004
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Luxury Goods,United States,CA,94108
BRY,Berry Corporation,Energy,Oil & Gas E&P,United States,TX,75248
BRTX,"BioRestorative Therapies, Inc.",Healthcare,Biotechnology,United States,NY,11747
BSBK,Bogota Financial Corp.,Financial Services,Banksâ€”Regional,United States,NJ,7666
BSET,"Bassett Furniture Industries, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,VA,24055
BRZE,"Braze, Inc.",Technology,Softwareâ€”Application,United States,NY,10001
BSFC,Blue Star Foods Corp.,Consumer Defensive,Packaged Foods,United States,FL,33172
BSLKW,"Bolt Projects Holdings, Inc.",Financial Services,Shell Companies,United States,CA,94114
BSLK,"Bolt Projects Holdings, Inc.",Financial Services,Shell Companies,United States,CA,94114
BSRR,Sierra Bancorp,Financial Services,Banksâ€”Regional,United States,CA,93257
BSVN,Bank7 Corp.,Financial Services,Banksâ€”Regional,United States,OK,73116
BSY,"Bentley Systems, Incorporated",Technology,Softwareâ€”Application,United States,PA,19341
BTBT,"Bit Digital, Inc.",Financial Services,Capital Markets,United States,NY,10003
BTAI,"BioXcel Therapeutics, Inc.",Healthcare,Biotechnology,United States,CT,6511
BTCS,BTCS Inc.,Financial Services,Capital Markets,United States,MD,20910
BTBD,"BT Brands, Inc.",Consumer Cyclical,Restaurants,United States,ND,58078
BTM,Bitcoin Depot Inc.,Financial Services,Capital Markets,United States,GA,30326
BTMD,biote Corp.,Healthcare,Medical Care Facilities,United States,TX,75038
BTOC,Armlogi Holding Corp.,Industrials,Integrated Freight & Logistics,United States,CA,91789
BTSG,"BrightSpring Health Services, Inc.",Healthcare,Health Information Services,United States,KY,40222
BTSGU,"BrightSpring Health Services, Inc.",Healthcare,Health Information Services,United States,KY,40222
BUSE,First Busey Corporation,Financial Services,Banksâ€”Regional,United States,IL,61820
BWMN,Bowman Consulting Group Ltd.,Industrials,Engineering & Construction,United States,VA,20191
BWB,"Bridgewater Bancshares, Inc.",Financial Services,Banksâ€”Regional,United States,MN,55416
BVS,Bioventus Inc.,Healthcare,Medical Devices,United States,NC,27703
BWEN,"Broadwind, Inc.",Industrials,Specialty Industrial Machinery,United States,IL,60804
BVFL,"BV Financial, Inc.",Financial Services,Banksâ€”Regional,United States,MD,21219
BWBBP,"Bridgewater Bancshares, Inc.",Financial Services,Banksâ€”Regional,United States,MN,55416
BWIN,"The Baldwin Insurance Group, Inc.",Financial Services,Insurance Brokers,United States,FL,33607
BWFG,"Bankwell Financial Group, Inc.",Financial Services,Banksâ€”Regional,United States,CT,6840
BYFC,Broadway Financial Corporation,Financial Services,Banksâ€”Regional,United States,CA,90010
BYND,"Beyond Meat, Inc.",Consumer Defensive,Packaged Foods,United States,CA,90245
BYRN,Byrna Technologies Inc.,Industrials,Aerospace & Defense,United States,MA,1810
BYSI,BeyondSpring Inc.,Healthcare,Biotechnology,United States,NJ,7932
BZFD,"BuzzFeed, Inc.",Communication Services,Internet Content & Information,United States,NY,10036
BZFDW,"BuzzFeed, Inc.",Communication Services,Internet Content & Information,United States,NY,10036
CACC,Credit Acceptance Corporation,Financial Services,Credit Services,United States,MI,48034-8339
CABA,"Cabaletta Bio, Inc.",Healthcare,Biotechnology,United States,PA,19104
CADL,"Candel Therapeutics, Inc.",Healthcare,Biotechnology,United States,MA,2494
CALC,"CalciMedica, Inc.",Healthcare,Biotechnology,United States,CA,92037
CAC,Camden National Corporation,Financial Services,Banksâ€”Regional,United States,ME,4843
CAKE,The Cheesecake Factory Incorporated,Consumer Cyclical,Restaurants,United States,CA,91301
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,Farm Products,United States,MS,39157
CAPR,"Capricor Therapeutics, Inc.",Healthcare,Biotechnology,United States,CA,92121
CARE,"Carter Bankshares, Inc.",Financial Services,Banksâ€”Regional,United States,VA,24112
CARA,"Cara Therapeutics, Inc.",Healthcare,Biotechnology,United States,CT,6901
CARM,"Carisma Therapeutics, Inc.",Healthcare,Biotechnology,United States,PA,19104
CAR,"Avis Budget Group, Inc.",Industrials,Rental & Leasing Services,United States,NJ,7054
CARG,"CarGurus, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,MA,2142
CART,Maplebear Inc.,Consumer Cyclical,Internet Retail,United States,CA,94105
CARV,"Carver Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,NY,10027
CASY,"Casey's General Stores, Inc.",Consumer Cyclical,Specialty Retail,United States,IA,50021
CASH,"Pathward Financial, Inc.",Financial Services,Banksâ€”Regional,United States,SD,57108
CASS,"Cass Information Systems, Inc.",Industrials,Specialty Business Services,United States,MO,63131
CBAN,"Colony Bankcorp, Inc.",Financial Services,Banksâ€”Regional,United States,GA,31750
CATY,Cathay General Bancorp,Financial Services,Banksâ€”Regional,United States,CA,90012
CBUS,"Cibus, Inc.",Healthcare,Biotechnology,United States,CA,92121
CBFV,"CB Financial Services, Inc.",Financial Services,Banksâ€”Regional,United States,PA,15320
CBRGU,Chain Bridge I,Financial Services,Shell Companies,United States,DE,19901
CCBG,"Capital City Bank Group, Inc.",Financial Services,Banksâ€”Regional,United States,FL,32301
CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Cyclical,Restaurants,United States,TN,37087-4779
CBRG,Chain Bridge I,Financial Services,Shell Companies,United States,DE,19901
CCAP,"Crescent Capital BDC, Inc.",Financial Services,Asset Management,United States,CA,90025
CCB,Coastal Financial Corporation,Financial Services,Banksâ€”Regional,United States,WA,98203-3646
CBNK,"Capital Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,MD,20850
CBSH,"Commerce Bancshares, Inc.",Financial Services,Banksâ€”Regional,United States,MO,64106
CCD,Calamos Dynamic Convertible and Income Fund,Financial Services,Asset Management,United States,IL,60563-2787
CCCC,"C4 Therapeutics, Inc.",Healthcare,Biotechnology,United States,MA,2472
CCCS,CCC Intelligent Solutions Holdings Inc.,Technology,Softwareâ€”Application,United States,IL,60607
CCLDP,"CareCloud, Inc.",Healthcare,Health Information Services,United States,NJ,8873
CCLDO,"CareCloud, Inc.",Healthcare,Health Information Services,United States,NJ,8873
CCLD,"CareCloud, Inc.",Healthcare,Health Information Services,United States,NJ,8873
CCNE,CNB Financial Corporation,Financial Services,Banksâ€”Regional,United States,PA,16830
CCNEP,CNB Financial Corporation,Financial Services,Banksâ€”Regional,United States,PA,16830
CCTSU,Cactus Acquisition Corp. 1 Limited,Financial Services,Shell Companies,United States,NJ,8512
CCRN,"Cross Country Healthcare, Inc.",Healthcare,Medical Care Facilities,United States,FL,33487
CCTS,Cactus Acquisition Corp. 1 Limited,Financial Services,Shell Companies,United States,NJ,8512
CCTSW,Cactus Acquisition Corp. 1 Limited,Financial Services,Shell Companies,United States,NJ,8512
CCSI,"Consensus Cloud Solutions, Inc.",Technology,Softwareâ€”Infrastructure,United States,CA,90017
CDAQU,Compass Digital Acquisition Corp.,Financial Services,Shell Companies,United States,NV,89488
CCOI,"Cogent Communications Holdings, Inc.",Communication Services,Telecom Services,United States,DC,20037
CDMO,"Avid Bioservices, Inc.",Healthcare,Biotechnology,United States,CA,92780
CDAQ,Compass Digital Acquisition Corp.,Financial Services,Shell Companies,United States,NV,89488
CDIOW,"Cardio Diagnostics Holdings, Inc.",Healthcare,Biotechnology,United States,IL,60654
CDIO,"Cardio Diagnostics Holdings, Inc.",Healthcare,Biotechnology,United States,IL,60654
CDAQW,Compass Digital Acquisition Corp.,Financial Services,Shell Companies,United States,NV,89488
CDLX,"Cardlytics, Inc.",Communication Services,Advertising Agencies,United States,GA,30308
CDNA,"CareDx, Inc",Healthcare,Diagnostics & Research,United States,CA,94005
CDTTW,Conduit Pharmaceuticals Inc.,Healthcare,Biotechnology,United States,CA,92123
CDT,Conduit Pharmaceuticals Inc.,Healthcare,Biotechnology,United States,CA,92123
CDNS,"Cadence Design Systems, Inc.",Technology,Softwareâ€”Application,United States,CA,95134
CDXS,"Codexis, Inc.",Healthcare,Biotechnology,United States,CA,94063
CECO,CECO Environmental Corp.,Industrials,Pollution & Treatment Controls,United States,TX,75254
CDZI,Cadiz Inc.,Utilities,Utilitiesâ€”Regulated Water,United States,CA,90071
CDZIP,Cadiz Inc.,Utilities,Utilitiesâ€”Regulated Water,United States,CA,90071
CDTX,"Cidara Therapeutics, Inc.",Healthcare,Biotechnology,United States,CA,92121
CEAD,CEA Industries Inc.,Industrials,Farm & Heavy Construction Machinery,United States,CO,80027
CDXC,ChromaDex Corporation,Consumer Defensive,Packaged Foods,United States,CA,90024
CEADW,CEA Industries Inc.,Industrials,Farm & Heavy Construction Machinery,United States,CO,80027
CDW,CDW Corporation,Technology,Information Technology Services,United States,IL,60061
CELC,Celcuity Inc.,Healthcare,Biotechnology,United States,MN,55446
CELH,"Celsius Holdings, Inc.",Consumer Defensive,Beveragesâ€”Non-Alcoholic,United States,FL,33431
CELU,Celularity Inc.,Healthcare,Biotechnology,United States,NJ,7932
CEG,Constellation Energy Corporation,Utilities,Utilitiesâ€”Renewable,United States,MD,21231-3380
CENTA,Central Garden & Pet Company,Consumer Defensive,Packaged Foods,United States,CA,94597
CELUW,Celularity Inc.,Healthcare,Biotechnology,United States,NJ,7932
CENX,Century Aluminum Company,Basic Materials,Aluminum,United States,IL,60606
CENN,Cenntro Inc.,Consumer Cyclical,Auto Manufacturers,United States,NJ,7728
CELZ,"Creative Medical Technology Holdings, Inc.",Healthcare,Biotechnology,United States,AZ,85012
CENT,Central Garden & Pet Company,Consumer Defensive,Packaged Foods,United States,CA,94597
CERO,"CERo Therapeutics Holdings, Inc.",Healthcare,Biotechnology,United States,CA,94080
CEP,"Cantor Equity Partners, Inc. Class A Ordinary Shares",Financial Services,Shell Companies,United States,NY,10022
CETY,"Clean Energy Technologies, Inc.",Industrials,Specialty Industrial Machinery,United States,CA,92614
CFBK,CF Bankshares Inc.,Financial Services,Banksâ€”Regional,United States,OH,43081
CETX,"Cemtrex, Inc.",Technology,Softwareâ€”Infrastructure,United States,NY,11222
CEROW,"CERo Therapeutics Holdings, Inc.",Healthcare,Biotechnology,United States,CA,94080
CFFN,"Capitol Federal Financial, Inc.",Financial Services,Banksâ€”Regional,United States,KS,66603
CEVA,"CEVA, Inc.",Technology,Semiconductors,United States,MD,20850
CERT,"Certara, Inc.",Healthcare,Health Information Services,United States,NJ,8540
CFFI,C&F Financial Corporation,Financial Services,Banksâ€”Regional,United States,VA,23168
CFFSU,CF Acquisition Corp. VII,Financial Services,Shell Companies,United States,NY,10022
CFB,"CrossFirst Bankshares, Inc.",Financial Services,Banksâ€”Regional,United States,KS,66211
CFFS,CF Acquisition Corp. VII,Financial Services,Shell Companies,United States,NY,10022
CFLT,"Confluent, Inc.",Technology,Softwareâ€”Infrastructure,United States,CA,94041
CERS,Cerus Corporation,Healthcare,Medical Devices,United States,CA,94520
CFFSW,CF Acquisition Corp. VII,Financial Services,Shell Companies,United States,NY,10022
CFSB,"CFSB Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,MA,2170
CG,The Carlyle Group Inc.,Financial Services,Asset Management,United States,DC,20004-2505
CGC,Canopy Growth Corporation,Healthcare,Drug Manufacturersâ€”Specialty & Generic,Canada,ON,K7A 0A8
CGEM,"Cullinan Therapeutics, Inc.",Healthcare,Biotechnology,United States,MA,2142
CHDN,Churchill Downs Incorporated,Consumer Cyclical,Gambling,United States,KY,40222
CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments,United States,MA,01760-2059
CGTX,"Cognition Therapeutics, Inc.",Healthcare,Biotechnology,United States,NY,10577
CGO,Calamos Global Total Return Fund,Financial Services,Asset Management,United States,IL,60563-2787
CGON,"CG Oncology, Inc.",Healthcare,Biotechnology,United States,CA,92618
CHCI,"Comstock Holding Companies, Inc.",Real Estate,Real Estateâ€”Diversified,United States,VA,20190
CGBD,"Carlyle Secured Lending, Inc.",Financial Services,Asset Management,United States,NY,10017
CHCO,City Holding Company,Financial Services,Banksâ€”Regional,United States,WV,25313
CHEF,"The Chefs' Warehouse, Inc.",Consumer Defensive,Food Distribution,United States,CT,6877
CHI,Calamos Convertible Opportunities and Income Fund,Financial Services,Asset Management,United States,IL,60563-2787
CHKEZ,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,United States,OK,73118
CHKEW,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,United States,OK,73118
CHK,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,United States,OK,73118
CHRD,Chord Energy Corporation,Energy,Oil & Gas E&P,United States,TX,77002
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,United States,MN,55347-5076
CHRS,"Coherus BioSciences, Inc.",Healthcare,Biotechnology,United States,CA,94065
CHSCM,CHS Inc.,Consumer Defensive,Farm Products,United States,MN,55077
CHMG,Chemung Financial Corporation,Financial Services,Banksâ€”Regional,United States,NY,14901
CHKEL,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,United States,OK,73118
CHSCL,CHS Inc.,Consumer Defensive,Farm Products,United States,MN,55077
CHSCN,CHS Inc.,Consumer Defensive,Farm Products,United States,MN,55077
CHSCO,CHS Inc.,Consumer Defensive,Farm Products,United States,MN,55077
CHSCP,CHS Inc.,Consumer Defensive,Farm Products,United States,MN,55077
CHY,Calamos Convertible and High Income Fund,Financial Services,Asset Management,United States,IL,60563-2787
CHW,Calamos Global Dynamic Income Fund,Financial Services,Asset Management,United States,IL,60563-2787
CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services,United States,CT,6902
CHUY,"Chuy's Holdings, Inc.",Consumer Cyclical,Restaurants,United States,TX,78704
CHX,ChampionX Corporation,Energy,Oil & Gas Equipment & Services,United States,TX,77381
CIFRW,Cipher Mining Inc.,Financial Services,Capital Markets,United States,NY,10017
CIGI,Colliers International Group Inc.,Real Estate,Real Estate Services,Canada,ON,M5S 2B4
CINF,Cincinnati Financial Corporation,Financial Services,Insuranceâ€”Property & Casualty,United States,OH,45014-5141
CING,Cingulate Inc.,Healthcare,Biotechnology,United States,KS,66205
CINGW,Cingulate Inc.,Healthcare,Biotechnology,United States,KS,66205
CISO,CISO Global Inc.,Technology,Softwareâ€”Infrastructure,United States,AZ,85251
CITEU,Cartica Acquisition Corp,Financial Services,Shell Companies,United States,NY,10105
CIFR,Cipher Mining Inc.,Financial Services,Capital Markets,United States,NY,10017
CITEW,Cartica Acquisition Corp,Financial Services,Shell Companies,United States,NY,10105
CITE,Cartica Acquisition Corp,Financial Services,Shell Companies,United States,NY,10105
CLAR,Clarus Corporation,Consumer Cyclical,Leisure,United States,UT,84124
CIVB,"Civista Bancshares, Inc.",Financial Services,Banksâ€”Regional,United States,OH,44870-2514
CKPT,"Checkpoint Therapeutics, Inc.",Healthcare,Biotechnology,United States,MA,2453
CLIR,ClearSign Technologies Corporation,Industrials,Pollution & Treatment Controls,United States,OK,74133
CLFD,"Clearfield, Inc.",Technology,Communication Equipment,United States,MN,55428
CLBK,"Columbia Financial, Inc.",Financial Services,Banksâ€”Regional,United States,NJ,7410
CLMB,"Climb Global Solutions, Inc.",Technology,Electronics & Computer Distribution,United States,NJ,7724
CLDX,"Celldex Therapeutics, Inc.",Healthcare,Biotechnology,United States,NJ,8827
CLMT,"Calumet, Inc.",Energy,Oil & Gas E&P,United States,IN,46204-1044
CLNE,Clean Energy Fuels Corp.,Energy,Oil & Gas Refining & Marketing,United States,CA,92660
CLNNW,Clene Inc.,Consumer Defensive,Packaged Foods,United States,UT,84121
CLNN,Clene Inc.,Consumer Defensive,Packaged Foods,United States,UT,84121
CLOV,"Clover Health Investments, Corp.",Healthcare,Healthcare Plans,United States,TN,37067
CLPT,"ClearPoint Neuro, Inc.",Healthcare,Medical Devices,United States,CA,92075
CLRO,"ClearOne, Inc.",Technology,Communication Equipment,United States,UT,84116
CLRB,"Cellectar Biosciences, Inc.",Healthcare,Biotechnology,United States,NJ,7932
CLSK,"CleanSpark, Inc.",Financial Services,Capital Markets,United States,NV,89052
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,United States,IL,60606
CMCSA,Comcast Corporation,Communication Services,Telecom Services,United States,PA,19103-2838
CLST,"Catalyst Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,LA,70570
CMAXW,"CareMax, Inc.",Healthcare,Health Information Services,United States,FL,33126
CMBM,Cambium Networks Corporation,Technology,Communication Equipment,United States,IL,60008
CMCO,Columbus McKinnon Corporation,Industrials,Farm & Heavy Construction Machinery,United States,NC,28277
CLSD,"Clearside Biomedical, Inc.",Healthcare,Biotechnology,United States,GA,30005
CMCT,Creative Media & Community Trust Corporation,Real Estate,REITâ€”Office,United States,TX,75225
CMPO,"CompoSecure, Inc.",Industrials,Metal Fabrication,United States,NJ,8873
CMAX,"CareMax, Inc.",Healthcare,Health Information Services,United States,FL,33126
CMLS,Cumulus Media Inc.,Communication Services,Broadcasting,United States,GA,30342
CMPOW,"CompoSecure, Inc.",Industrials,Metal Fabrication,United States,NJ,8873
CMPX,"Compass Therapeutics, Inc.",Healthcare,Biotechnology,United States,MA,2135
CMND,Clearmind Medicine Inc.,Healthcare,Biotechnology,Canada,BC,V6H 1A5
CMTL,Comtech Telecommunications Corp.,Technology,Communication Equipment,United States,NY,11747
CMRX,"Chimerix, Inc.",Healthcare,Biotechnology,United States,NC,27713
CNDT,Conduent Incorporated,Technology,Information Technology Services,United States,NJ,7932
CNOB,"ConnectOne Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,NJ,7632
CNTB,Connect Biopharma Holdings Limited,Healthcare,Biotechnology,United States,CA,92130
CNFR,"Conifer Holdings, Inc.",Financial Services,Insuranceâ€”Property & Casualty,United States,MI,48084
CNSL,"Consolidated Communications Holdings, Inc.",Communication Services,Telecom Services,United States,IL,61938-5973
CNTX,Context Therapeutics Inc.,Healthcare,Biotechnology,United States,PA,19103
CNSP,"CNS Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,TX,77027
CNTM,"ConnectM Technology Solutions, Inc.",Technology,Softwareâ€”Application,United States,MA,1752
COCHW,"Envoy Medical, Inc.",Healthcare,Medical Devices,United States,MN,55110
COCH,"Envoy Medical, Inc.",Healthcare,Medical Devices,United States,MN,55110
CNVS,Cineverse Corp.,Communication Services,Entertainment,United States,NY,10001
CODX,"Co-Diagnostics, Inc.",Healthcare,Medical Devices,United States,UT,84109
CNTY,"Century Casinos, Inc.",Consumer Cyclical,Resorts & Casinos,United States,CO,80903
CNOBP,"ConnectOne Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,NJ,7632
CODA,"Coda Octopus Group, Inc.",Industrials,Aerospace & Defense,United States,FL,32835-6350
COCP,"Cocrystal Pharma, Inc.",Healthcare,Biotechnology,United States,WA,98011
CNXC,Concentrix Corporation,Technology,Information Technology Services,United States,CA,94560
CNXN,"PC Connection, Inc.",Technology,Electronics & Computer Distribution,United States,NH,03054-4631
COEP,"Coeptis Therapeutics Holdings, Inc.",Healthcare,Biotechnology,United States,PA,15090
COCO,"The Vita Coco Company, Inc.",Consumer Defensive,Beveragesâ€”Non-Alcoholic,United States,NY,10003
COHU,"Cohu, Inc.",Technology,Semiconductor Equipment & Materials,United States,CA,92064-6817
COFS,"ChoiceOne Financial Services, Inc.",Financial Services,Banksâ€”Regional,United States,MI,49345-0186
COIN,"Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,DE,19808
COGT,"Cogent Biosciences, Inc.",Healthcare,Biotechnology,United States,MA,2451
COLB,"Columbia Banking System, Inc.",Financial Services,Banksâ€”Regional,United States,WA,98402-4200
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,United States,CA,94583
COLL,"Collegium Pharmaceutical, Inc.",Healthcare,Drug Manufacturersâ€”Specialty & Generic,United States,MA,2072
COKE,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beveragesâ€”Non-Alcoholic,United States,NC,28211
COMM,"CommScope Holding Company, Inc.",Technology,Communication Equipment,United States,NC,28610
COOP,Mr. Cooper Group Inc.,Financial Services,Mortgage Finance,United States,TX,75019
COLM,Columbia Sportswear Company,Consumer Cyclical,Apparel Manufacturing,United States,OR,97229
CORT,Corcept Therapeutics Incorporated,Healthcare,Biotechnology,United States,CA,94025
CORZ,"Core Scientific, Inc.",Technology,Softwareâ€”Infrastructure,United States,DE,19904
CORZW,"Core Scientific, Inc.",Technology,Softwareâ€”Infrastructure,United States,DE,19904
COSM,Cosmos Health Inc.,Healthcare,Medical Distribution,United States,IL,60604
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,United States,WA,98027
CORZZ,"Core Scientific, Inc.",Technology,Softwareâ€”Infrastructure,United States,DE,19904
CPIX,Cumberland Pharmaceuticals Inc.,Healthcare,Drug Manufacturersâ€”Specialty & Generic,United States,TN,37203
CPB,Campbell Soup Company,Consumer Defensive,Packaged Foods,United States,NJ,08103-1799
CPBI,"Central Plains Bancshares, Inc.",Financial Services,Banksâ€”Regional,United States,NE,68801
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,United States,TX,75254
CPHC,Canterbury Park Holding Corporation,Consumer Cyclical,Gambling,United States,MN,55379
CPTN,"Cepton, Inc.",Technology,Scientific & Technical Instruments,United States,CA,95131
COYA,"Coya Therapeutics, Inc.",Healthcare,Biotechnology,United States,TX,77057
CPRX,"Catalyst Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,FL,33134
CPTNW,"Cepton, Inc.",Technology,Scientific & Technical Instruments,United States,CA,95131
CPSS,"Consumer Portfolio Services, Inc.",Financial Services,Credit Services,United States,NV,89169
CRAI,"CRA International, Inc.",Industrials,Consulting Services,United States,MA,02116-5092
CPSH,CPS Technologies Corporation,Technology,Electronic Components,United States,MA,02766-2102
CRBU,"Caribou Biosciences, Inc.",Healthcare,Biotechnology,United States,CA,94710
CRDL,Cardiol Therapeutics Inc.,Healthcare,Drug Manufacturersâ€”Specialty & Generic,Canada,ON,L6H 0G5
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Healthcare,Biotechnology,United States,MA,2062
CRCT,"Cricut, Inc.",Technology,Computer Hardware,United States,UT,84095
CRDF,"Cardiff Oncology, Inc.",Healthcare,Biotechnology,United States,CA,92121
CREX,"Creative Realities, Inc.",Technology,Softwareâ€”Application,United States,KY,40223
CRML,Critical Metals Corp.,Basic Materials,Other Industrial Metals & Mining,United States,NY,10019
CRGX,"CARGO Therapeutics, Inc.",Healthcare,Biotechnology,United States,CA,94403
CRMD,CorMedix Inc.,Healthcare,Biotechnology,United States,NJ,7922
CRMLW,Critical Metals Corp.,Basic Materials,Other Industrial Metals & Mining,United States,NY,10019
CRMT,"America's Car-Mart, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,AR,72756
CRON,Cronos Group Inc.,Healthcare,Drug Manufacturersâ€”Specialty & Generic,Canada,ON,M5V 2H1
CRIS,"Curis, Inc.",Healthcare,Biotechnology,United States,MA,2421
CRKN,Crown Electrokinetics Corp.,Basic Materials,Specialty Chemicals,United States,OR,97330
CRNC,Cerence Inc.,Technology,Softwareâ€”Application,United States,MA,1803
CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,United States,CO,80021
CRSR,"Corsair Gaming, Inc.",Technology,Computer Hardware,United States,CA,95035
CRVL,CorVel Corporation,Financial Services,Insurance Brokers,United States,TX,76109
CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,CA,92121
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,United States,TX,78701
CRWD,"CrowdStrike Holdings, Inc.",Technology,Softwareâ€”Infrastructure,United States,TX,78701
CRWS,"Crown Crafts, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,LA,70737
CRVO,CervoMed Inc.,Healthcare,Biotechnology,United States,MA,2116
